'CNPJ';'Outlet';'Cidade';'2017/09';'2017/10';'2017/11';'Total Geral'
7690000000000;'REMEDIO POPULAR FARMA PONTE';'SOROCABA';1;1;;2
7690000000000;'REMEDIO POPULAR FARMA PONTE';'ITAPETININGA';2;;;2
7690000000000;'REMEDIO POPULAR FARMA PONTE';'ITAPETININGA';1;;;1
7690000000000;'FCIA PARAISO';'ALTO PARAISO DE GOIAS';;3;;3
7690000000000;'FCIA EXATA FARMA';'SAO MATEUS';1;2;1;4
7690000000000;'FCIA POPULAR';'SARANDI';4;;;4
7690000000000;'DROG TORRES';'SAO JOAO DOS PATOS';2;2;;4
7690000000000;'FONTES COMERCIAL';'CARATINGA';;4;;4
7690000000000;'LIGUEMED.COM';'PORTO ALEGRE';1;1;;2
7690000000000;'DROGARIA CONFIANCA - 3700';'CARIACICA';2;;;2
7690000000000;'REDE DROGA LESTE';'SAO PAULO';;1;;1
7690000000000;'DROG FORMULA CERTA';'CAMPOS ALTOS';1;;;1
7690000000000;'FCIA FARMAPRE';'RIO DE JANEIRO';;2;;2
7690000000000;'FARMACIA IDEAL';'PAU DOS FERROS';9;9;;18
7690000000000;'DROG PRIMAZ';'RIO DE JANEIRO';;2;;2
7700000000000;'FARMACIA REGI DE INHAUMA';'RIO DE JANEIRO';1;1;;2
7700000000000;'CIRURGICA VITORIA';'UCHOA';4;;;4
7700000000000;'ALFA FARMACIA';'ANDORINHA';1;;;1
7700000000000;'FCIA FARMACENTRO';'BAURU';4;4;;8
7700000000000;'DROG SIQUEIRA';'PILAR DO SUL';1;6;1;7
7700000000000;'DROG MENOR PRECO';'LOUVEIRA';8;20;;28
7700000000000;'FARMACIA CAMPELO';'IRACEMA';2;1;;3
7700000000000;'DROGARIA SAO LUCAS';'RIO CLARO';3;3;1;6
7710000000000;'DROG PLUS DO BUTANTA';'SAO PAULO';;1;;1
7710000000000;'FCIA DE MAN PHARMAKA';'ALTO HORIZONTE';1;;;1
7710000000000;'MEDFARMA DROGARIA E PERFUMARIA';'DELFINOPOLIS';1;;;1
7710000000000;'DROG APARECIDA';'ITAPETININGA';2;;;2
7710000000000;'FCIA SPESSATO';'MUNHOZ DE MELO';;2;;2
7710000000000;'FCIA DAFARMA';'LOANDA';3;1;;3
7710000000000;'DROGARIA MARCHESI';'GUARAPARI';1;1;;2
7710000000000;'ULTRA POPULAR 00146';'OURO FINO';13;19;;32
7710000000000;'FCIA REIS';'JUNDIAI';4;4;2;10
7710000000000;'NOSSA DROGARIA';'RIBEIRAO DAS NEVES';;1;;1
7710000000000;'DROG OFERTAO';'RIO DE JANEIRO';4;8;;12
7710000000000;'DROGA REDE POUSO ALTO';'POUSO ALTO';;1;;1
7710000000000;'FORMOSA FARMA';'CAMPOS DOS GOYTACAZES';3;;;3
7710000000000;'DROGARIA TOTAL';'GUATAPARA';1;;;1
7720000000000;'DROG LEVFARMA';'ITAPERUCU';;1;;1
7720000000000;'BIG FARMA';'CAMETA';4;;;4
7720000000000;'BIG FARMA';'MOCAJUBA';;3;;3
7720000000000;'FCIA PALHANO';'SAO SIMAO';2;3;;5
7730000000000;'FCIA IRARA';'IRARA';2;2;;4
7730000000000;'DROG P A O';'ILHABELA';;0;;0
7730000000000;'DROG NSA SRA APARECIDA';'SANTO ANTONIO DO ARACANGUA';;2;;2
7730000000000;'FCIA ALESSANDRA';'BRASOPOLIS';1;;;1
7730000000000;'DROG HORTO DO IPE';'SAO PAULO';1;;;1
7730000000000;'FCIA MANDAGUARI';'MANDAGUARI';2;2;;4
7730000000000;'FARMACIA MANDAGUARI';'MANDAGUARI';;2;;2
7730000000000;'GOIAS COSMETICOS';'NEROPOLIS';;4;;4
7730000000000;'FCIA PONTO SAUDE';'RIO DE JANEIRO';1;5;;6
7730000000000;'DROG JOAQUIM MURTINHO';'CACERES';;1;;1
7730000000000;'DROG FARMA RAMOS';'ITU';;1;;1
7730000000000;'DROG ATALAIA';'RIBEIRAO DAS NEVES';2;1;;3
7730000000000;'FCIA FARMACENTRO';'INHAUMA';1;1;;2
7740000000000;'DROG SANTA CRUZ';'SAO PAULO';;6;;6
7740000000000;'DROGARIA FARMEDI';'APARECIDA DO TABOADO';1;;;1
7740000000000;'MEGA FARMA';'MONTE CARMELO';5;5;;10
7740000000000;'DROGARIA BUENO';'PACAJUS';;2;;2
7740000000000;'AMARAL   RIBAS LTDA';'GOVERNADOR VALADARES';3;;1;3
7740000000000;'DROG PRIMUS';'BELO HORIZONTE';1;;;1
7740000000000;'FARMACIA FORMULA VERDE';'QUIXERAMOBIM';3;;;3
7750000000000;'DROGARIA GUACUI - 3637';'GUACUI';1;;;1
7750000000000;'FCIA ALIANCA';'BRUMADO';1;;;1
7750000000000;'FCIA AVENIDA';'PRIMAVERA (ROSANA)';6;;;6
7750000000000;'DROG ESTANCIA';'AGUAS DE SAO PEDRO';1;1;;2
7750000000000;'GALINDO';'ALAGOINHA';;1;;1
7750000000000;'FCIA BOA VISTA II';'CURITIBA';1;;;1
7750000000000;'FCIA SILVA AGUIAR';'UNAI';4;7;;11
7760000000000;'DROGARIA VILA BELA';'RIO DE JANEIRO';1;9;2;12
7760000000000;'DROGARIAS ATRACAO';'RIO DE JANEIRO';0;1;;1
7760000000000;'COOPERFARMA';'NOVA AURORA';1;1;;2
7760000000000;'DROG AGUA SANTA';'AGUA SANTA';;;1;1
7760000000000;'DROG SAYONARA';'ENTRE RIOS DE MINAS';1;3;;3
7760000000000;'DROG SAO JOSE';'PRATA';1;;;1
7760000000000;'DROGACENTRO';'SANTA ERNESTINA';;1;;1
7760000000000;'DROG AMERICA UBAENSE';'UBA';;4;;4
7760000000000;'DROG SANTA CRUZ';'DOURADOQUARA';3;4;;7
7760000000000;'FARMA FAITA';'PENHA';1;;;1
7760000000000;'FCIA PRUDENTI';'PRESIDENTE PRUDENTE';4;1;;5
7760000000000;'DROG CRISTAL';'RIO DE JANEIRO';10;13;17;40
7760000000000;'FCIA FARMAGDA';'RIO DE JANEIRO';;1;;1
7770000000000;'BAHIA HOME CARE';'SALVADOR';1;3;1;5
7770000000000;'FARMACIA SAO BENEDITO';'VICENCIA';1;;;1
7770000000000;'DROG UNIFARMA';'PARAGUACU PAULISTA';1;1;;2
7770000000000;'DROGARIA LIRA';'UNIAO';;2;;2
7770000000000;'FCIA CORACAO DE JESUS';'CAJAZEIRAS';;1;1;1
7770000000000;'FARMA TREVO';'SAO FRANCISCO DO SUL';;1;;1
7770000000000;'FCIA NOSSA SRA DAS GRACAS';'AFONSO BEZERRA';;1;;1
7780000000000;'FCIA FARMAMIRLEI';'OUROESTE';;1;;1
7780000000000;'FMS FUNDO MUNICIPAL DA SAUDE';'IPAMERI';;20;;20
7780000000000;'DROGARIA TAMOIO';'NITEROI';13;13;;25
7780000000000;'DROGARIA TAMOIO';'NITEROI';11;12;4;27
7780000000000;'DROGARIA TAMOIO';'MARICA';6;17;1;24
7780000000000;'DROGARIA TAMOIO';'MARICA';5;19;6;30
7780000000000;'DROGARIA TAMOIO';'BACAXA (SAQUAREMA)';16;25;2;43
7780000000000;'DROGARIA TAMOIO';'BACAXA (SAQUAREMA)';7;33;5;44
7780000000000;'DROGARIA TAMOIO';'SAO PEDRO DA ALDEIA';15;10;1;25
7780000000000;'DROGARIA TAMOIO';'SAO PEDRO DA ALDEIA';10;15;3;28
7780000000000;'DROGARIA TAMOIO';'ARARUAMA';10;15;;25
7780000000000;'DROGARIA TAMOIO';'ARARUAMA';5;25;1;30
7780000000000;'DROGARIA TAMOIO';'MAGE';19;26;1;46
7780000000000;'DROGARIA TAMOIO';'MAGE';15;36;3;53
7780000000000;'DROGARIA TAMOIO';'CABO FRIO';2;7;;9
7780000000000;'DROGARIA TAMOIO';'CABO FRIO';4;5;1;10
7780000000000;'DROGARIA TAMOIO';'CABO FRIO';10;7;2;19
7780000000000;'DROGARIA TAMOIO';'CABO FRIO';12;5;2;18
7780000000000;'DROGARIA TAMOIO';'TERESOPOLIS';9;12;;21
7780000000000;'DROGARIA TAMOIO';'TERESOPOLIS';6;14;;20
7780000000000;'DROGARIA TAMOIO';'MAGE';9;12;1;22
7780000000000;'DROGARIA TAMOIO';'MAGE';11;12;2;25
7780000000000;'DROGARIA TAMOIO';'CACHOEIRAS DE MACACU';3;6;;9
7780000000000;'DROGARIA TAMOIO';'CACHOEIRAS DE MACACU';3;6;;9
7780000000000;'DROGARIA TAMOIO';'SAO GONCALO';9;7;;16
7780000000000;'DROGARIA TAMOIO';'SAO GONCALO';8;7;1;16
7780000000000;'DROGARIA TAMOIO';'PETROPOLIS';8;16;;24
7780000000000;'DROGARIA TAMOIO';'PETROPOLIS';11;15;7;33
7780000000000;'DROGARIA TAMOIO';'NOVA FRIBURGO';7;8;;15
7780000000000;'DROGARIA TAMOIO';'NOVA FRIBURGO';3;11;2;16
7780000000000;'DROGARIA TAMOIO';'NITEROI';16;19;;34
7780000000000;'DROGARIA TAMOIO';'NITEROI';14;22;6;42
7780000000000;'DROGARIA TAMOIO';'SAO GONCALO';14;23;1;38
7780000000000;'DROGARIA TAMOIO';'SAO GONCALO';11;31;5;46
7780000000000;'DROGARIA TAMOIO';'MACAE';19;19;4;41
7780000000000;'DROGARIA TAMOIO';'MACAE';11;23;8;42
7780000000000;'DROGARIA TAMOIO';'CABO FRIO';20;25;3;48
7780000000000;'DROGARIA TAMOIO';'CABO FRIO';19;32;4;54
7780000000000;'DROGARIA TAMOIO';'NITEROI';10;7;;17
7780000000000;'DROGARIA TAMOIO';'NITEROI';12;10;2;23
7780000000000;'DROGARIA TAMOIO';'CAMPOS DOS GOYTACAZES';17;35;1;53
7780000000000;'DROGARIA TAMOIO';'CAMPOS DOS GOYTACAZES';16;48;7;70
7780000000000;'DROGARIA TAMOIO';'ITAPERUNA';27;35;2;63
7780000000000;'DROGARIA TAMOIO';'ITAPERUNA';20;51;6;77
7780000000000;'DROGARIA TAMOIO';'MAGE';7;14;;21
7780000000000;'DROGARIA TAMOIO';'MAGE';7;17;;24
7780000000000;'DROGARIA TAMOIO';'CAMPOS DOS GOYTACAZES';8;14;1;23
7780000000000;'DROGARIA TAMOIO';'CAMPOS DOS GOYTACAZES';7;10;8;25
7780000000000;'DROGARIA TAMOIO';'VALENCA';3;6;1;9
7780000000000;'DROGARIA TAMOIO';'VALENCA';1;6;4;11
7780000000000;'DROGARIA TAMOIO';'BARRA DO PIRAI';12;9;3;24
7780000000000;'DROGARIA TAMOIO';'BARRA DO PIRAI';12;12;4;28
7780000000000;'DROGARIA TAMOIO';'NITEROI';5;4;;9
7780000000000;'DROGARIA TAMOIO';'NITEROI';7;3;;10
7780000000000;'DROGARIA TAMOIO';'RESENDE';2;3;;5
7780000000000;'DROGARIA TAMOIO';'RESENDE';;3;2;5
7780000000000;'DROGARIA TAMOIO';'ANGRA DOS REIS';1;7;;8
7780000000000;'DROGARIA TAMOIO';'ANGRA DOS REIS';4;11;;14
7780000000000;'DROGARIA TAMOIO';'RIO BONITO';7;6;;13
7780000000000;'DROGARIA TAMOIO';'RIO BONITO';3;9;2;13
7780000000000;'DROGARIA TAMOIO';'CAMPOS DOS GOYTACAZES';6;38;1;45
7780000000000;'DROGARIA TAMOIO';'CAMPOS DOS GOYTACAZES';7;39;10;56
7780000000000;'DROGARIA TORRES';'SANTO ANTONIO DO DESCOBERTO';3;2;;5
7780000000000;'FARMA HALL';'RIO DE JANEIRO';2;14;;15
7780000000000;'DROGARIA BOM JESUS';'SAPUCAI-MIRIM';2;2;;4
7780000000000;'DROG SILFARMA';'GUARULHOS';3;2;;5
7780000000000;'FARMACIA PARENTE';'SANTA QUITERIA';;1;;1
7790000000000;'CIRURGICA OLIVEIRA';'SAO JOSE DO RIO PRETO';1;;;1
7790000000000;'FCIA MODELO';'FOZ DO IGUACU';;1;;1
7790000000000;'DROGA REDE 76';'ITAUNA';9;12;;21
7790000000000;'PHARMA POSTO N S DE FATIMA';'MANARI';1;;1;2
7790000000000;'PHARMACIA NOSSA SENHORA DE FATIMA';'ITAIBA';;1;;1
7790000000000;'FCIA E PERFUMARIA ARAUJO';'SERRINHA DOS PINTOS';1;;;1
7790000000000;'AVENIDA FARMACIA E MANIPULACAO';'VITORIA';2;2;;4
7790000000000;'FARMACIA CHAPADA';'SEABRA';2;1;;3
7790000000000;'FCIA DO POVO';'SURUBIM';1;1;1;3
7790000000000;'DROG GERIZIM';'PARAOPEBA';;1;;1
7790000000000;'CEMED CARE';'DUQUE DE CAXIAS';8;;;8
7790000000000;'FCIA IACIARA';'IACIARA';;1;;1
7800000000000;'FCIA DE MAN NATU PHARMA';'JACARE (CABREUVA)';;1;;1
7800000000000;'DROG PROGRESSO';'RIO DE JANEIRO';2;4;;6
7800000000000;'FCIA BRASFARMA';'CURITIBA';1;;;1
7800000000000;'DROG YOSHIMASSA';'SUZANO';1;1;;2
7800000000000;'DROGARIA CATEDRAL';'BAURU';24;2;;26
7800000000000;'DROG ADILFARMA';'CARIACICA';1;1;;2
7800000000000;'DROGALAR';'LENCOIS PAULISTA';10;14;;24
7800000000000;'DROG PARAISO';'CACHOEIRO DE ITAPEMIRIM';2;4;;6
7800000000000;'DROG KALLU';'PERUIBE';3;;;3
7800000000000;'DROG KALLU';'PEDRO DE TOLEDO';;1;;1
7800000000000;'FARMACIA REMEDIO BARATO';'SANTO ESTEVAO';2;;1;3
7800000000000;'FARMACIA FREITAS';'PRATA';2;1;;2
7810000000000;'FCIA QUEIROZ';'SENGES';1;1;;1
7810000000000;'REDEFARMES';'JERONIMO MONTEIRO';3;1;1;5
7810000000000;'DROGALET';'TERESINA';1;;;1
7810000000000;'DROG NACIONAL';'BRASILIA';1;;;1
7810000000000;'FCIA MEDICAL FARMA';'PARANAIBA';;1;;1
7810000000000;'DROG MEDFARMA';'BARUERI';2;1;;3
7810000000000;'FARMACIA TIBURCIO';'CAMPO REDONDO';1;;;1
7810000000000;'FARMASHOW';'NOVA IGUACU';;2;;2
7810000000000;'MEGA FARMA';'GOIANIA';1;;;1
7810000000000;'DROG REGIONAL';'PIRACANJUBA';1;1;;2
7810000000000;'FCIA FARMANUBIA';'SAO LOURENCO';5;1;;5
7820000000000;'FCIA LEANDRO';'PILAR DO SUL';1;1;;1
7820000000000;'FCIA UNIAO';'CODO';;1;;1
7820000000000;'FCIA CENTRAL FARMA';'VIDEIRA';;1;;1
7820000000000;'FCIA JOSEMAYRA DO DENDE';'RIO DE JANEIRO';;6;;6
7820000000000;'DROG MAIS VIDA';'BRASILIA';1;;;1
7820000000000;'DROG ETICA';'NEPOMUCENO';;1;1;2
7820000000000;'DROG OLIVEIRA & ZANOVELLO';'ITAPIRA';1;;;1
7820000000000;'DROG FARMASP';'SAO PAULO';2;3;1;6
7820000000000;'FCIA CASSIANO';'SALES';2;1;;3
7820000000000;'FCIA PACHECO & SOUZA';'PRATA';5;3;;8
7820000000000;'DROGA DIAS';'ANAPOLIS';;1;;1
7830000000000;'FCIA TOTAL MED';'CAMPINA DA LAGOA';;2;;2
7830000000000;'DROG REDE VIDA';'TEUTONIA';1;1;;2
7830000000000;'DROG RIBEIRO';'ESPERANTINOPOLIS';1;1;;1
7830000000000;'FCIA DO HOMEM TRABALHADOR';'PALMARES';1;;;1
7830000000000;'FARMA MILLENIUM';'ATIBAIA';1;;;1
7830000000000;'DROG SF';'SAO PAULO';;1;;1
7830000000000;'FARMACIA DO TRABALHADOR';'MARABA';1;1;;2
7830000000000;'DROG DROGAMED';'DOURADOS';4;1;;5
7830000000000;'FCIA IBEMA';'IBEMA';;1;;1
7830000000000;'FARMA 10';'ALAGOA';;1;;1
7830000000000;'DROGARIA AMARAL';'SAO FRANCISCO DE ITABAPOANA';;9;;9
7840000000000;'DROGARIA AVENIDA';'BOCAIUVA';1;;;1
7840000000000;'FCIA O PHARMACEUTICO';'CURITIBA';1;;;1
7840000000000;'DROG CERRADO';'GOIANIA';1;2;;3
7840000000000;'FARMACIA SAO JOAO';'SANTA MARIA DE JETIBA';2;4;;6
7840000000000;'DISCK-FARMA';'RECIFE';1;;;1
7840000000000;'FCIA OCEANICA';'MARICA';4;4;;8
7840000000000;'DROG CONFIANCA';'UBERLANDIA';;1;;1
7840000000000;'FARMACIA FARMAZE';'SANTO AUGUSTO';;1;;1
7840000000000;'DROGAVIDA';'VENTUROSA';4;;3;7
7840000000000;'FARMINAS';'ANDRADAS';3;1;;4
7850000000000;'DROG SANTA RITA DE CASSIA';'CAJOBI';2;4;;6
7850000000000;'FCIA HIPERFARMA';'CURITIBA';1;;;1
7850000000000;'DROG STA RITA DE CASSIA';'CAMPOS BELOS';1;;;1
7850000000000;'FCIA ANADROGAS';'ANAPOLIS';;1;;1
7850000000000;'DROG PHARMANITA';'ARARUAMA';1;1;;2
7850000000000;'DROGARIA MEDSERV - ANHANGUERA';'GOIANIA';;6;;6
7850000000000;'DROG TRINDADE';'SANTO ANDRE';2;3;;4
7850000000000;'FARMACIA AVENIDA';'CAMARAGIBE';1;;;1
7860000000000;'FCIA SANTA TERESINHA';'OUVIDOR';2;1;;2
7860000000000;'DROG BIG DROGAS';'BELO HORIZONTE';;2;;2
7860000000000;'FCIA ZANETTE';'BOA VISTA DA APARECIDA';;1;;1
7860000000000;'FCIA MED FARMA';'DILERMANDO DE AGUIAR';1;2;;3
7860000000000;'FARMACIA KAMILLA';'ARACAJU';1;2;;3
7860000000000;'DROG LAGOCENTER';'SETE LAGOAS';;10;;10
7860000000000;'DROGARIA VIP';'LIMEIRA DO OESTE';;1;;1
7860000000000;'FCIA MARAN';'TUPA';1;;;1
7860000000000;'DROGARIA MONTALVAO';'PRESIDENTE PRUDENTE';;1;;1
7860000000000;'DROGARIA E PERFUMARIA SAO LUIZ';'MINEIROS DO TIETE';;3;;3
7860000000000;'FARMACIA MODERNA';'TAUA';1;1;;2
7870000000000;'DROG MORENO';'CACHOEIRO DE ITAPEMIRIM';;1;;1
7870000000000;'FARMAZUL';'RIO CLARO';33;22;;54
7870000000000;'DROG PAULISTA';'COLNIZA';1;;;1
7870000000000;'DROGARIA SANCHES';'SAO PAULO';112;375;;487
7870000000000;'DROGARIA SANCHES';'SAO PAULO';;7;;7
7870000000000;'DROG MODELO';'ITAPERUNA';1;3;;4
7870000000000;'FARMACIA MENOR PRECO';'CAMARAGIBE';1;;;1
7870000000000;'FARMACIAS ASSOCIADAS';'ESPUMOSO';;1;;1
7870000000000;'DROG GLOBAL';'SANTO ANDRE';1;1;;1
7870000000000;'DROG NOVA FARMA';'SAO JOSE DO RIO PRETO';4;5;;9
7870000000000;'DROG FANOR';'FELISBURGO';;1;;1
7880000000000;'FCIA PARANA';'MARECHAL CANDIDO RONDON';;2;;2
7880000000000;'REDEFARMA';'DIVINOPOLIS';;1;;1
7880000000000;'FARMA LIDER';'ITAQUAQUECETUBA';1;;;1
7880000000000;'FCIA RONDA ALTA';'RONDA ALTA';;1;;1
7880000000000;'SAUDE RESIDENCIA';'RECIFE';1;;;1
7880000000000;'DROG ESMERALDA';'FAZENDA NOVA';1;2;;3
7890000000000;'FCIA AVENIDA';'SARANDI';1;2;;3
7890000000000;'DROG PIONEIRA';'CAMPINAPOLIS';1;;;1
7890000000000;'DROGA FARMA';'ITAU DE MINAS';4;10;1;15
7890000000000;'FCIA BRASILIA';'MARINGA';1;1;1;2
7890000000000;'DROGA NOVA';'LIMEIRA DO OESTE';;4;;4
7890000000000;'FARMACIA VICTORIA';'PELOTAS';;1;;1
7890000000000;'DROG UNAFARMA';'OSASCO';4;3;;7
7890000000000;'FCIA ARARANGUA';'ARARANGUA';;1;;1
7890000000000;'FARMAIS ILIMITADA';'CAMPINAS';2;1;;3
7890000000000;'FCIA MADRE LEONIA';'LONDRINA';0;;;0
7900000000000;'DROG MILLE';'SAO PAULO';2;;;2
7900000000000;'DROG FARMATONI';'GUARULHOS';1;;;1
7900000000000;'FARMACIA DO TRABALHADOR E APOSENTADOS DO AGRESTE';'RIBEIROPOLIS';1;;;1
7900000000000;'FCIA NATUERVAS';'CHAPADAO DO SUL';;1;;1
7900000000000;'DROGARIA TEIXEIRA';'PARACAMBI';6;2;;8
7900000000000;'FCIA ZILDA';'JAGUARE';1;;1;2
7900000000000;'FCIA UNIAO';'ALTO PIQUIRI';;1;;1
7900000000000;'FCIA LUZIFARMA';'RIO DE JANEIRO';1;2;;3
7910000000000;'A ECONOMICA FARMA';'SANTA HELENA DE GOIAS';;2;;2
7910000000000;'DROGARIA RIZZI';'GOIANESIA DO PARA';1;;;1
7910000000000;'FCIA FARMA VIDA';'LAGAMAR';;1;;1
7910000000000;'FARMACIA SANTA QUITERIA';'DELMIRO GOUVEIA';;0;;0
7910000000000;'DROGARIA SAUDE GENERICA';'FORMOSA';2;2;;3
7910000000000;'FORTEFARMA FORMOSA';'FORMOSA';1;2;;3
7910000000000;'FARMACIA BRIDI LTDA.';'PORTO ALEGRE';;1;;1
7910000000000;'FARMA BEM';'RECIFE';;2;;2
7910000000000;'ALFA MEDICAMENTOS';'ESTREITO';5;;;5
7910000000000;'FCIA OFERTAO';'NOVA IGUACU';;4;;4
7910000000000;'FARMA VIDA';'CONGONHAL';6;10;;16
7910000000000;'FCIA SAO LOURENCO';'CAMPO VERDE';;4;;4
7910000000000;'FARMACIA MARIN';'VICENTE DUTRA';1;1;1;3
7920000000000;'DROG WILSONFARMA';'BRASILIA';1;2;;3
7920000000000;'PIX FARMA';'PINHAIS';5;3;;8
7920000000000;'DROG FARMALUCAS';'SAO PAULO';3;1;1;5
7920000000000;'FARMACIA BELA CRUZ';'BELA CRUZ';;1;;1
7920000000000;'DROG FARMAVIDA';'CAMPO VERDE';2;5;;7
7920000000000;'DROG REAL';'BRASILIA';3;;2;5
7920000000000;'DROG DROGAMILLA';'VILA RICA';1;;;1
7920000000000;'DROG NSA SRA GLORIA';'MACAE';1;;;1
7930000000000;'FCIA FARMAGI';'PALESTINA';1;1;;2
7930000000000;'FCIA UMUPREV';'UMUARAMA';;3;;3
7930000000000;'FARMACIA UMUPREV';'CORBELIA';1;;;1
7930000000000;'FARMACIA UMUPREV';'CASCAVEL';1;;;1
7930000000000;'FCIA UMUPREV';'TAPIRA';2;2;;3
7930000000000;'FARMACIA UMUPREV';'CRUZEIRO DO OESTE';1;1;;2
7930000000000;'FCIA 2006';'RIO DE JANEIRO';;1;;1
7930000000000;'FARMACIA NOVO AEROPORTO';'RIO DE JANEIRO';1;3;;4
7930000000000;'DROG SANTA LUZIA';'LIMEIRA DO OESTE';1;1;;1
7940000000000;'DROG ATUAL';'RIO DE JANEIRO';2;;;2
7940000000000;'FARMABELLA';'VALPARAISO DE GOIAS';1;;1;2
7940000000000;'DROGA MAIS';'MONTE CARMELO';2;2;;4
7940000000000;'FCIA BIO FARMACIA';'JOINVILLE';1;1;;2
7940000000000;'FARMACIA S.O.S. DO TRABALHADOR';'RECIFE';1;2;;3
7940000000000;'FCIA CORACAO DE JESUS';'ITAJUIPE';1;1;;2
7940000000000;'FCIA FORTI';'SAO SEBASTIAO DA GRAMA';1;3;;4
7940000000000;'FCIA FARMAD';'ARARAS';23;32;10;65
7940000000000;'FARMAD FARMACIA E DROGARIA';'ARARAS';1;;;1
7950000000000;'PRO CARE SERVICOS DE SAUDE';'RIO DE JANEIRO';1;7;;8
7950000000000;'PRO CARE SERV. DE SAUDE LTDA';'SAO PAULO';1;2;;3
7950000000000;'DROG GLOBO VIDA';'VALPARAISO DE GOIAS';1;;;1
7950000000000;'FCIA NSA SRA APARECIDA';'ARARUNA';3;2;;5
7950000000000;'FCIA FARMATONY';'JOAO PESSOA';1;;;1
7950000000000;'DROGARIA ATALAIA';'PARNAIBA';2;;;2
7950000000000;'FARMACIA SANTA BRANCA';'FORTALEZA';1;1;;2
7950000000000;'FARMACIA SANTA BRANCA';'FORTALEZA';1;1;1;3
7950000000000;'DROGARIA IBIAPABA';'BARBACENA';3;4;;7
7950000000000;'DROG DO LARANJA II';'PENAPOLIS';1;;;1
7960000000000;'DROG NACIONAL';'ANAPOLIS';1;3;1;4
7960000000000;'DROG E PERF ROCHA';'BELO HORIZONTE';1;1;;2
7960000000000;'DROG MARTINS';'SENADOR CANEDO';4;1;;5
7960000000000;'DROGAFARMA';'MONTE CASTELO';;1;;1
7960000000000;'DROGARIA SAO JOSE';'ITAMONTE';;1;;1
7970000000000;'DROGACLARA';'BELO HORIZONTE';1;;;1
7970000000000;'DROG SAUDE';'COLNIZA';1;;;1
7970000000000;'FCIA RODRIGO';'GUARACI';13;25;;38
7970000000000;'DROGARIA SAO JUDAS';'ESPUMOSO';2;4;;6
7970000000000;'FCIA BRUNA';'CATANDUVA';10;24;;34
7970000000000;'FARMANOSSA';'IMPERATRIZ';;2;;2
7970000000000;'DROG DANILOS';'SERRA NEGRA';1;2;;2
7970000000000;'DROGABEL';'BOA VISTA DO BURICA';2;;;2
7980000000000;'FCIA DO POVO';'CAPAO DA CANOA';;;1;1
7980000000000;'DROG DROGA VIP';'ESPIRITO SANTO DO PINHAL';28;23;;51
7980000000000;'FARMACIA ARRUDA II';'OURINHOS';1;1;;2
7980000000000;'DROGARIA FARMA BEM';'GOIANIA';1;4;;5
7980000000000;'FCIA FARMACAMP';'CAMPINORTE';2;1;;3
7980000000000;'FCIA POPULAR';'SAO PAULO';2;4;;6
7980000000000;'FARMA RIO';'RIO DO PIRES';;2;;2
7980000000000;'DROGARIA MARILEA';'RIO DAS OSTRAS';;5;;5
7980000000000;'FCIA PRIMOS DE ROCHA M';'RIO DE JANEIRO';;1;;1
7980000000000;'FARMA EL-SHADDAY';'SAO JOSE DE PIRANHAS';0;0;;1
7980000000000;'FCIA LIVRAMENTO';'SANTO ANTONIO DOS LOPES';;;2;2
7980000000000;'DISK FARMA';'JOAQUIM TAVORA';;1;1;2
7980000000000;'NATUS FARMA FARMACIA';'SAO PAULO';1;;;1
7980000000000;'FCIA DEBORAFARMA';'PETROPOLIS';2;;;2
7980000000000;'CITYFARMA';'DUQUE DE CAXIAS';8;10;;18
7980000000000;'FARMATIVA MEDICAMENTOS';'LONDRINA';1;;;1
7980000000000;'PERFUMARIA DEFADIO';'CABO FRIO';1;;;1
7990000000000;'DROGA FORTE';'RIBEIRAO PRETO';6;5;;11
7990000000000;'FARMA CENTER';'TABATINGA';2;;;2
7990000000000;'DROG COROA GRANDE';'ITAGUAI';;1;;1
7990000000000;'FARMA BORGES';'SAO PEDRO';1;;;1
7990000000000;'DROG NOVA ESPERANCA';'BREU BRANCO';;2;;2
8000000000000;'DROG CENTER';'MOZARLANDIA';1;1;;2
8000000000000;'DROGARIA BOA VISTA';'RIBEIRAO PRETO';1;;;1
8000000000000;'DROG MAX';'RIO DAS OSTRAS';;1;;1
8000000000000;'FARMACIA BOM JESUS';'CURRAIS NOVOS';;;2;2
8010000000000;'PHARMACIA E DROGARIA SILVA';'QUIRINOPOLIS';19;5;1;25
8010000000000;'FCIA ALVAMED';'MARIALVA';1;;;1
8010000000000;'DROG POPULAR';'BARUERI';1;;;1
8010000000000;'DROG ALVORADA';'AMERICANA';2;;;2
8010000000000;'DROG SAO FRANCISCO';'BIRIGUI';1;;;1
8010000000000;'DROG BIG PHARMA';'PRATINHA';1;1;;2
8010000000000;'CALLFARMA';'CURITIBA';44;58;7;109
8010000000000;'CALLFARMA';'CURITIBA';123;81;;204
8010000000000;'CALLFARMA';'CURITIBA';12;13;2;27
8010000000000;'CALLFARMA';'CURITIBA';6;1;1;8
8010000000000;'CALLFARMA';'PONTA GROSSA';4;5;;9
8010000000000;'CALLFARMA';'PONTA GROSSA';1;2;;3
8010000000000;'CALLFARMA';'CURITIBA';4;2;1;7
8010000000000;'CALLFARMA';'CAMPO LARGO';4;8;;12
8010000000000;'CALLFARMA';'CAMPO LARGO';1;;;1
